0,10,Do you want to see my room?,(She nods.)  Absolutely.  Should we go now?,,CanInviteAmandaToRoom(),
0,,Do you want to see my room?,"(She looks at Sarah and shakes her head no.)  I'm sorry, I cannot leave Sarah here.",,CanInviteAmandaToRoomRefuse(),
0,,(Leave her.),,DialogLeave(),,
5,30,You braved the club to rescue your lover?,"(She blushes.)  Yes, I did.  I would do anything for my girlfriend.","DialogRemoveGroup(""AmandaSarahIntro"")","DialogLogQuery(""AmandaSarahLovers"", ""NPC-AmandaSarah"")",AmandaSarahIntro
5,40,You braved the club to rescue your friend?,"(She blushes.)  Yes, I did.  I would do anything for Sarah.","DialogRemoveGroup(""AmandaSarahIntro"")","!DialogLogQuery(""AmandaSarahLovers"", ""NPC-AmandaSarah"")",AmandaSarahIntro
10,,(Bring her to your room.),,TransferAmandaToRoom(),,
10,0,Not right now.  (Stay here.),"Very well, we can stay some more.",,,
20,,Get out girl.  (Make her go.),,AmandaLeaveRoom(),,
20,0,"Stop, you can stay.","Very well, thanks Miss.",,,
30,0,You two are adorable.,"Thank you very much, it means a lot to me.  Our love bloomed thanks to you DialogPlayerName.",,,
30,0,I'm glad you two could find each other.,Our love bloomed thanks to you DialogPlayerName.  I cannot thank you enough.,,,
40,0,Are you two in love?,(She blushes red.)  Errr... Well...  I mean...  Can we talk about something else?,,,
40,0,You're a good friend for her.,"Thanks, I try to be a good friend.",,,
40,0,You're her knight in shiny armor?,(She giggles.)  It's a poetic way to say it.,,,
100,110,Where do you study?,"The college is in the old part of the town, it's an ancient gated building with a garden and a tennis court.  Maybe you've seen it before.",,,
100,110,You're from that rich daughter college?,(She shakes her head no.)  Don't say that.  It's a fine establishment for women to learn skills and prepare a career.,,,
100,110,"Quit school, you could be a model.",(She blushes and bows her head.)  You're kind but I must disagree.  Getting a good education is too important for me.,,,
110,120,You sound pretty smart.,"Thanks, I'm no genius but I do get excellent grades in school.",,,
110,120,Are you a nerd?,(She grumbles quietly.)  I don't like that terminology.  But I do get excellent grades in school.,,,
110,120,You talk a lot girl.,I'm sorry.  I guess I'm relieved to be able to talk after being gagged for so long.,,,
120,40,You don't seem to fit in the club.,I came here to look for and rescue my friend Sarah.  But I've got restrained by twins and a maid on the way.,,,
120,40,"So, you're an angel in slut town?",(She doesn't seem to appreciate.)  No!  I came here to look for and rescue my friend Sarah.  But I've got in trouble on the way.,,,
120,40,And you're a club member?,Not really.  I came here to look for and rescue my friend Sarah.  But I've got restrained by twins and a maid on the way.,,,
1000,,,You can't punish me!  I'm your Mistress!  (She grumbles.),,"AmandaStatusIs(""Owner"")",
1000,,,"My love, please don't let her harm me.",,"AmandaStatusIs(""Lover"")",
1000,,,You're going to punish me?  (She bows her head.),,,
1000,,Are you scared?,(She nods.)  Please don't hurt me.,DialogRemove(),,
1000,,You're my bitch now.,(She bows her head slowly.)  This is so humiliating.,DialogRemove(),"!AmandaStatusIs(""Owner"")",
1000,,I won't be too harsh my love.,(She nods happily.)  Thanks sweetheart.,DialogRemove(),"AmandaStatusIs(""Lover"")",
1000,,(Leave her.),,DialogLeave(),,
1010,,,You can't do that to me!  I'm your Mistress!  (She grumbles.),,"AmandaStatusIs(""Owner"")",
1010,,,"My love, this is really humiliating.",,"AmandaStatusIs(""Lover"")",
1010,,,This is really humiliating.  (She bows her head.),,,
1010,,It's time to cum girl.,Please DialogPlayerName.  Do you really have to do that?,DialogRemove(),,
1010,,Are you in the mood?,(She blushes and shakes her head no.),DialogRemove(),,
1010,,Calm down Amanda.,(She takes a deep breath and calms down a little.),DialogRemove(),,
1010,,(Use the crop on her.),(You whip her with the crop as she whimpers and begs you to stop.),"SlaveOrgasmBuild(0, -2, -2)",,
1010,,(Use the whip on her.),(You whip her hard as she cries and begs you to stop.),"SlaveOrgasmBuild(0, -3, -2)",,
1010,1020,(Use the vibrator remote.),(You grab Sophie's vibrator remote.  You can change the egg vibration.),DialogIsEgged(CurrentCharacter),,
1010,,(Leave her.),,DialogLeave(),,
1020,,(Turn it off.),(You stop the vibrating egg.)  Thank you DialogPlayerName.  Can you release me now?,"SlaveOrgasmBuild(-1, 0, -1)",,
1020,,(Slow speed.),"(The vibrating egg hums slowly.)  Please, you don't have to follow her orders.","SlaveOrgasmBuild(0, 0, 0)",,
1020,,(Regular speed.),(The vibrating egg hums inside of her.)  Oh my!  Can you slow it down?,"SlaveOrgasmBuild(1, 0, 1)",,
1020,,(Fast speed.),(The vibrating egg hums rapidly.)  Please!  I'll be good!  Stop the egg!,"SlaveOrgasmBuild(2, 0, 2)",,
1020,,(Maximum speed.),"(The vibrating egg hums at maximum speed as she trembles, moans and try to fight against the pleasure.)","SlaveOrgasmBuild(3, 0, 3)",,
1020,1010,(Put away the remote.),(You put away the remote.),,,
1030,1040,Good girl.,(She blushes red and looks away.)  Thanks.  But this is so embarrassing.,,,
1030,1040,You're such a slut.,"(She blushes red and looks away.)  Please don't say that, this is so embarrassing.",,,
1030,1040,(Pet her head.),(You pet her as she blushes red and looks away.)  This is so embarrassing.,,,
1040,,,(She's still recovering from her orgasm.),,,
1040,,(Leave her.),,DialogLeave(),,
