ItemSold,,,"Well done, another satisfied customer.  Here's your commission.  (She gives you MoneyAmount$.)",,
0,200,I'm looking for kinky items for the head.,Excellent!  For which body part exactly?,,
0,210,I'm looking for kinky items for the body or arms.,Excellent!  For which body part exactly?,,
0,220,I'm looking for kinky items for private parts or legs.,Excellent!  For which body part exactly?,,
0,10,I'd like to ask you some questions.,Don't be shy.  How can I help you?,,
0,,Can you help me out?,I'm not allowed to release you.  But I can help you to shop and pay.  I will be honest.,,!Player.CanInteract()
0,30,Do you have work for me?,"Sure, I can give you a salary if you're willing to demonstrate the items we are selling.  Are you ready for that?",,Player.CanInteract()
0,,I need to run.  (Leave her.),,DialogLeave(),
10,,,You have some questions for me?,,
10,,What are you selling?,"Look around, there are clothes of all kinds and lots of BDSM gear.",,
10,,Who owns this store?,It belongs to the Bondage Club.  All profits go back to the organization.,,
10,,Can you show me everything that I don't have?,,SelectAssetMissing(),
10,20,Can I tie you up?,"I'll make a deal with you.  If you buy everything from the store, I'll let you use the items on me.",CheckBoughtEverything(),!VendorAllowItem
10,,Will you restrain me?,Maybe later after my shift.,,
10,0,I don't have any more questions.,"Alright, would you like to buy something then?",,
10,,Let's talk later.  (Leave her.),,DialogLeave(),
20,10,Check my items.  I've bought everything.,No way!  Well a deal is a deal.  You can strap me up if you want.,VendorBondage(),BoughtEverything
20,10,I'll remember that deal.,Sure!  Do you have more questions for me?,,
30,,What's the job?,Selling gears.  Customers wants to know if the items are secure and good looking.  You could demonstrate for them.,,
30,,How much does it pay?,"I can give you 10% of the selling price, minimum 5$, for each item you help me to sell.  It's a good commission.",,
30,31,I'm ready!,"Very well, let me find an item to promote.  (She checks on the shelves for an item to use on you.)",,!Player.IsRestrained()
30,,I'm ready!,No you're not.  (She giggles.)  Get out of these restraints first.,,Player.IsRestrained()
30,0,Not right now.,"Alright, let me know when you're ready.  Is there anything else you need?",,
31,32,(Let her restrain you.),(She uses an item on you and smiles.)  You can wait for a customer right there.,JobRestrain(),
31,0,Wait!  I've changed my mind.,"Alright, let me know when you're ready.  Is there anything else you need?",,
32,33,(Wait for a customer.),,JobStart(),
33,0,Thanks a lot!,My pleasure.  Is there anything else you need?,,
33,0,(Nod happily.),My pleasure.  Is there anything else you need?,,
33,31,Can I do it again?,Sure!  Let me find an item to promote.  (She checks on the shelves for an item to use on you.),,Player.CanInteract()
33,,Can you help me out?,"I don't have time, there's too many customers.  Go find a maid if you can't struggle out.",DialogRemove(),!Player.CanInteract()
34,0,I'm not a great saleswoman.,Don't worry about it.  Is there anything else you need?,,
34,0,(Nod very slowly.),Don't worry about it.  Is there anything else you need?,,
34,31,Can I try again?,Alright.  Let me find an item to promote.  (She checks on the shelves for an item to use on you.),,Player.CanInteract()
34,,Can you help me out?,"I don't have time, there's too many customers.  Go find a maid if you can't struggle out.",DialogRemove(),!Player.CanInteract()
100,,Regular clothes or outfits.,,"Start(""Cloth"")",
100,,Accesories to go with clothes.,,"Start(""ClothAccessory"")",
100,,Show me your suits.,,"Start(""Suit"")",
100,,Show me your pants or skirts.,,"Start(""ClothLower"")",
100,,Hats or head accessories.,,"Start(""Hat"")",
100,,Do you have glasses?,,"Start(""Glasses"")",
100,,Do you have masks?,,"Start(""Mask"")",
100,101,What other types of clothes do you have?,We have all kinds of clothes,,
100,0,I've changed my mind.,Can I help you with something else?,,
101,,Do you have any necklaces?,,"Start(""Necklace"")",
101,,Show me your gloves.,,"Start(""Gloves"")",
101,,Maybe some shoes.,,"Start(""Shoes"")",
101,100,What other types of clothes do you have?,We have all kinds of clothes,,
101,0,I've changed my mind.,Can I help you with something else?,,
110,,Can I see your bras?,,"Start(""Bra"")",
110,,Maybe some panties.,,"Start(""Panties"")",
110,,Do you sell socks?,,"Start(""Socks"")",
110,0,I've changed my mind.,Can I help you with something else?,,
120,,Do you sell outfits or accessories for body?,,"Start(""Wings"")",
120,,Do you by chance have any tail straps?,,"Start(""TailStraps"")",
120,,Do you have any hair accessories?,,"Start(""HairAccessory1"")",
120,,Do you have some special bondage Devices?,,"Start(""ItemDevices"")",
120,,Do you have addons for special bondage Devices?,,"Start(""ItemAddon"")",
120,0,I've changed my mind.,Can I help you with something else?,,
200,,Can I see your hoods and blindfolds?,,"Start(""ItemHead"")",
200,,Do you sell anything to keep the noise down?,,"Start(""ItemEars"")",
200,,I'm looking for gags.,,"Start(""ItemMouth"")",
200,,What about collars?,,"Start(""ItemNeck"")",
200,,Do you have any accessories for collars?,,"Start(""ItemNeckAccessories"")",
200,,Do you sell any restraints to go on collars?,,"Start(""ItemNeckRestraints"")",
200,,Do you have locks and keys?,,"Start(""ItemMisc"")",
200,0,I've changed my mind.,Can I help you with something else?,,
210,,Show me your arm restraints.,,"Start(""ItemArms"")",
210,,Show me your hand restraints.,,"Start(""ItemHands"")",
210,,Something for the breast.,,"Start(""ItemBreast"")",
210,,Some toys for the nipples.,,"Start(""ItemNipples"")",
210,,Something to decorate the nipples.,,"Start(""ItemNipplesPiercings"")",
210,,Any harnesses for the torso?,,"Start(""ItemTorso"")",
210,,Do you sell chastity belts?,,"Start(""ItemPelvis"")",
210,0,I've changed my mind.,Can I help you with something else?,,
220,,Do you sell chastity belts?,,"Start(""ItemPelvis"")",
220,,Kinky items for the kinky region.,,"Start(""ItemVulva"")",
220,,I'd like some piercings for down below.,,"Start(""ItemVulvaPiercings"")",
220,,What can be used on the butt?,,"Start(""ItemButt"")",
220,,Something to restrain the legs.,,"Start(""ItemLegs"")",
220,,What do you have for feet?,,"Start(""ItemFeet"")",
220,,You got any boots?,,"Start(""ItemBoots"")",
220,0,I've changed my mind.,Can I help you with something else?,,
MaidRescue,,,(She struggles in her restraints.)  Help!,,IsVendorRestrained()
MaidRescue,,,"(She gives you a thumbs up.)  Everything is back to normal, thanks to you and the sorority.",,!IsVendorRestrained()
MaidRescue,,Do you need help?,"(She nods quickly.)  Yes, yes, yes!  Please help.",,IsVendorRestrained()
MaidRescue,,Anything was stolen?,(She shrugs.)  I sure hope not.,,
MaidRescue,MaidRescueComplete,Is everything alright now?,You've took care of everything.  Please send my regards to the maids of the sorority.,CompleteRescue(),!IsVendorRestrained()
MaidRescue,,What happened here?,"I've made a deal with a client that if she bought everything, she could use the items on me.  So, she did just that.",,"IsRescueScenario(""BoughtEverything"")"
MaidRescue,,What happened here?,A burglar surprised and restrained me.  The maids caught her and dragged her away.  I guess they sent you to help me.,,"IsRescueScenario(""CatBurglar"")"
MaidRescue,,What happened here?,I was bored and wanted to try a few items.  I think I got a little carried away.,,"IsRescueScenario(""BoredVendor"")"
MaidRescue,,What happened here?,There wasn't any customer and I fell asleep.  The Head Mistress caught me and restrained me like that until she called the maids.,,"IsRescueScenario(""SleepingAtWork"")"
MaidRescue,,I'll go get help.  (Leave her.),,DialogLeave(),
MaidRescueComplete,0,I'm glad to be of service Miss.,You maids are so sweet.  Would you like to buy something?,"DialogChangeReputation(""Dominant"", -2)",
MaidRescueComplete,0,Will you give me a discount?,"Nice try, but I can't do that.  The sorority will pay you for your work though.  Would you like to buy something?",,
MaidRescueComplete,0,The sorority will always protect you.,It's great to feel protected.  Would you like to buy something?,"DialogChangeReputation(""Dominant"", 2)",
